,Foundation.URI,Code,Title,DepthInKind,isLeaf,icd_code
1,http://id.who.int/icd/entity/257068234,1A00,Cholera,1,TRUE,1A00 - Cholera
2,http://id.who.int/icd/entity/416025325,1A01,Intestinal infection due to other Vibrio,1,TRUE,1A01 - Intestinal infection due to other Vibrio
3,http://id.who.int/icd/entity/2080365623,1A02,Intestinal infections due to Shigella,1,TRUE,1A02 - Intestinal infections due to Shigella
4,http://id.who.int/icd/entity/344162786,1A03,Intestinal infections due to Escherichia coli,1,FALSE,1A03 - Intestinal infections due to Escherichia coli
5,http://id.who.int/icd/entity/2099226249,1A03.0,Enteropathogenic Escherichia coli infection,2,TRUE,1A03.0 - Enteropathogenic Escherichia coli infection
6,http://id.who.int/icd/entity/408185629,1A03.1,Enterotoxigenic Escherichia coli infection,2,TRUE,1A03.1 - Enterotoxigenic Escherichia coli infection
7,http://id.who.int/icd/entity/1828273122,1A03.2,Enteroinvasive Escherichia coli infection,2,TRUE,1A03.2 - Enteroinvasive Escherichia coli infection
8,http://id.who.int/icd/entity/162723448,1A03.3,Enterohaemorrhagic Escherichia coli infection,2,TRUE,1A03.3 - Enterohaemorrhagic Escherichia coli infection
9,,1A03.Y,Intestinal infections due to other specified Escherichia coli,2,TRUE,1A03.Y - Intestinal infections due to other specified Escherichia coli
10,,1A03.Z,"Intestinal infections due to Escherichia coli, unspecified",2,TRUE,"1A03.Z - Intestinal infections due to Escherichia coli, unspecified"
11,http://id.who.int/icd/entity/250688797,1A04,Intestinal infections due to Clostridioides difficile,1,TRUE,1A04 - Intestinal infections due to Clostridioides difficile
12,http://id.who.int/icd/entity/1000894786,1A05,Intestinal infections due to Yersinia enterocolitica,1,TRUE,1A05 - Intestinal infections due to Yersinia enterocolitica
13,http://id.who.int/icd/entity/794462570,1A06,Gastroenteritis due to Campylobacter,1,TRUE,1A06 - Gastroenteritis due to Campylobacter
14,http://id.who.int/icd/entity/1528414070,1A07,Typhoid fever,1,FALSE,1A07 - Typhoid fever
15,http://id.who.int/icd/entity/364534567,1A07.0,Typhoid peritonitis,2,TRUE,1A07.0 - Typhoid peritonitis
16,,1A07.Y,Other specified typhoid fever,2,TRUE,1A07.Y - Other specified typhoid fever
17,,1A07.Z,"Typhoid fever, unspecified",2,TRUE,"1A07.Z - Typhoid fever, unspecified"
18,http://id.who.int/icd/entity/1780040028,1A08,Paratyphoid fever,1,TRUE,1A08 - Paratyphoid fever
19,http://id.who.int/icd/entity/515117475,1A09,Infections due to other Salmonella,1,FALSE,1A09 - Infections due to other Salmonella
20,http://id.who.int/icd/entity/1520312138,1A09.0,Salmonella enteritis,2,TRUE,1A09.0 - Salmonella enteritis
21,,1A09.Y,Infections due to other Salmonella in other organs,2,TRUE,1A09.Y - Infections due to other Salmonella in other organs
22,,1A09.Z,"Salmonella infection, unspecified",2,TRUE,"1A09.Z - Salmonella infection, unspecified"
23,,1A0Y,Other specified bacterial intestinal infections,1,TRUE,1A0Y - Other specified bacterial intestinal infections
24,,1A0Z,"Bacterial intestinal infections, unspecified",1,TRUE,"1A0Z - Bacterial intestinal infections, unspecified"
25,http://id.who.int/icd/entity/1642556936,1A10,Foodborne staphylococcal intoxication,1,TRUE,1A10 - Foodborne staphylococcal intoxication
26,http://id.who.int/icd/entity/78422942,1A11,Botulism,1,FALSE,1A11 - Botulism
27,http://id.who.int/icd/entity/2033726602,1A11.0,Foodborne intoxication by botulinum toxin,2,TRUE,1A11.0 - Foodborne intoxication by botulinum toxin
28,http://id.who.int/icd/entity/1393712712,1A11.1,Other forms of botulism,2,TRUE,1A11.1 - Other forms of botulism
29,,1A11.Z,"Botulism, unspecified",2,TRUE,"1A11.Z - Botulism, unspecified"
30,http://id.who.int/icd/entity/1879176035,1A12,Foodborne Clostridium perfringens intoxication,1,TRUE,1A12 - Foodborne Clostridium perfringens intoxication
31,http://id.who.int/icd/entity/1722068323,1A13,Foodborne Bacillus cereus intoxication,1,TRUE,1A13 - Foodborne Bacillus cereus intoxication
32,,1A1Y,Other specified bacterial foodborne intoxications,1,TRUE,1A1Y - Other specified bacterial foodborne intoxications
33,,1A1Z,"Bacterial foodborne intoxications, unspecified",1,TRUE,"1A1Z - Bacterial foodborne intoxications, unspecified"
34,http://id.who.int/icd/entity/749414717,1A20,Enteritis due to Adenovirus,1,TRUE,1A20 - Enteritis due to Adenovirus
35,http://id.who.int/icd/entity/1185210745,1A21,Gastroenteritis due to Astrovirus,1,TRUE,1A21 - Gastroenteritis due to Astrovirus
36,http://id.who.int/icd/entity/840750347,1A22,Gastroenteritis due to Rotavirus,1,TRUE,1A22 - Gastroenteritis due to Rotavirus
37,http://id.who.int/icd/entity/1465325727,1A23,Enteritis due to Norovirus,1,TRUE,1A23 - Enteritis due to Norovirus
38,http://id.who.int/icd/entity/1519125035,1A24,Intestinal infections due to Cytomegalovirus,1,TRUE,1A24 - Intestinal infections due to Cytomegalovirus
39,,1A2Y,Other specified viral intestinal infections,1,TRUE,1A2Y - Other specified viral intestinal infections
40,,1A2Z,"Viral intestinal infections, unspecified",1,TRUE,"1A2Z - Viral intestinal infections, unspecified"
41,http://id.who.int/icd/entity/2090337975,1A30,Infections due to Balantidium coli,1,TRUE,1A30 - Infections due to Balantidium coli
42,http://id.who.int/icd/entity/433310499,1A31,Giardiasis,1,TRUE,1A31 - Giardiasis
43,http://id.who.int/icd/entity/1837013982,1A32,Cryptosporidiosis,1,TRUE,1A32 - Cryptosporidiosis
44,http://id.who.int/icd/entity/137713224,1A33,Cystoisosporiasis,1,FALSE,1A33 - Cystoisosporiasis
45,http://id.who.int/icd/entity/1058992628,1A33.0,Cystoisosporiasis of small intestine,2,TRUE,1A33.0 - Cystoisosporiasis of small intestine
46,http://id.who.int/icd/entity/883510242,1A33.1,Cystoisosporiasis of colon,2,TRUE,1A33.1 - Cystoisosporiasis of colon
47,,1A33.Y,Other specified cystoisosporiasis,2,TRUE,1A33.Y - Other specified cystoisosporiasis
48,,1A33.Z,"Cystoisosporiasis, unspecified",2,TRUE,"1A33.Z - Cystoisosporiasis, unspecified"
49,http://id.who.int/icd/entity/261748740,1A34,Sarcocystosis,1,TRUE,1A34 - Sarcocystosis
50,http://id.who.int/icd/entity/1184241320,1A35,Blastocystosis,1,TRUE,1A35 - Blastocystosis
51,http://id.who.int/icd/entity/435671752,1A36,Amoebiasis,1,FALSE,1A36 - Amoebiasis
52,http://id.who.int/icd/entity/1727029934,1A36.0,Intestinal infections due to Entamoeba,2,FALSE,1A36.0 - Intestinal infections due to Entamoeba
53,http://id.who.int/icd/entity/1616956984,1A36.00,Acute amoebiasis,3,TRUE,1A36.00 - Acute amoebiasis
54,http://id.who.int/icd/entity/349019849,1A36.01,Amoeboma of intestine,3,TRUE,1A36.01 - Amoeboma of intestine
55,,1A36.0Z,"Intestinal infections due to Entamoeba, unspecified",3,TRUE,"1A36.0Z - Intestinal infections due to Entamoeba, unspecified"
56,http://id.who.int/icd/entity/1777228366,1A36.1,Extraintestinal infections due to Entamoeba,2,FALSE,1A36.1 - Extraintestinal infections due to Entamoeba
57,http://id.who.int/icd/entity/1730350429,1A36.10,Amoebic liver abscess,3,TRUE,1A36.10 - Amoebic liver abscess
58,http://id.who.int/icd/entity/40419529,1A36.11,Amoebic lung abscess,3,TRUE,1A36.11 - Amoebic lung abscess
59,http://id.who.int/icd/entity/328097188,1A36.12,Cutaneous amoebiasis,3,TRUE,1A36.12 - Cutaneous amoebiasis
60,,1A36.1Y,Amoebiasis of other specified sites,3,TRUE,1A36.1Y - Amoebiasis of other specified sites
61,,1A36.Z,"Amoebiasis, unspecified",2,TRUE,"1A36.Z - Amoebiasis, unspecified"
62,,1A3Y,Other specified protozoal intestinal infections,1,TRUE,1A3Y - Other specified protozoal intestinal infections
63,,1A3Z,"Protozoal intestinal infections, unspecified",1,TRUE,"1A3Z - Protozoal intestinal infections, unspecified"
64,http://id.who.int/icd/entity/1688127370,1A40,Gastroenteritis or colitis without specification of infectious agent,1,FALSE,1A40 - Gastroenteritis or colitis without specification of infectious agent
65,http://id.who.int/icd/entity/1160271562,1A40.0,Gastroenteritis or colitis without specification of origin,2,TRUE,1A40.0 - Gastroenteritis or colitis without specification of origin
66,,1A40.Z,Infectious gastroenteritis or colitis without specification of infectious agent,2,TRUE,1A40.Z - Infectious gastroenteritis or colitis without specification of infectious agent
67,http://id.who.int/icd/entity/587996426,1A60,Congenital syphilis,1,FALSE,1A60 - Congenital syphilis
68,http://id.who.int/icd/entity/395565060,1A60.0,"Early congenital syphilis, symptomatic",2,TRUE,"1A60.0 - Early congenital syphilis, symptomatic"
69,http://id.who.int/icd/entity/1926763926,1A60.1,"Early congenital syphilis, latent",2,TRUE,"1A60.1 - Early congenital syphilis, latent"
70,http://id.who.int/icd/entity/1665042685,1A60.2,Late congenital syphilitic oculopathy,2,TRUE,1A60.2 - Late congenital syphilitic oculopathy
71,http://id.who.int/icd/entity/282073961,1A60.3,Late congenital neurosyphilis,2,TRUE,1A60.3 - Late congenital neurosyphilis
72,http://id.who.int/icd/entity/2132718683,1A60.4,"Other late congenital syphilis, symptomatic",2,TRUE,"1A60.4 - Other late congenital syphilis, symptomatic"
73,http://id.who.int/icd/entity/20350466,1A60.5,"Late congenital syphilis, latent",2,TRUE,"1A60.5 - Late congenital syphilis, latent"
74,,1A60.Z,"Congenital syphilis, unspecified",2,TRUE,"1A60.Z - Congenital syphilis, unspecified"
75,http://id.who.int/icd/entity/1179111584,1A61,Early syphilis,1,FALSE,1A61 - Early syphilis
76,http://id.who.int/icd/entity/191565955,1A61.0,Primary genital syphilis,2,TRUE,1A61.0 - Primary genital syphilis
77,http://id.who.int/icd/entity/1847647511,1A61.1,Primary anal syphilis,2,TRUE,1A61.1 - Primary anal syphilis
78,http://id.who.int/icd/entity/445484522,1A61.2,Primary syphilis of other sites,2,TRUE,1A61.2 - Primary syphilis of other sites
79,http://id.who.int/icd/entity/2143699068,1A61.3,Secondary syphilis of skin or mucous membranes,2,TRUE,1A61.3 - Secondary syphilis of skin or mucous membranes
80,http://id.who.int/icd/entity/204002280,1A61.4,Secondary syphilis of other sites,2,TRUE,1A61.4 - Secondary syphilis of other sites
81,http://id.who.int/icd/entity/1768103550,1A61.5,Latent early syphilis,2,TRUE,1A61.5 - Latent early syphilis
82,,1A61.Y,Other specified early syphilis,2,TRUE,1A61.Y - Other specified early syphilis
83,,1A61.Z,"Early syphilis, unspecified",2,TRUE,"1A61.Z - Early syphilis, unspecified"
84,http://id.who.int/icd/entity/854229089,1A62,Late syphilis,1,FALSE,1A62 - Late syphilis
85,http://id.who.int/icd/entity/2118246468,1A62.0,Neurosyphilis,2,FALSE,1A62.0 - Neurosyphilis
86,http://id.who.int/icd/entity/453651926,1A62.00,Asymptomatic neurosyphilis,3,TRUE,1A62.00 - Asymptomatic neurosyphilis
87,http://id.who.int/icd/entity/1873247529,1A62.01,Symptomatic late neurosyphilis,3,TRUE,1A62.01 - Symptomatic late neurosyphilis
88,,1A62.0Z,"Neurosyphilis, unspecified",3,TRUE,"1A62.0Z - Neurosyphilis, unspecified"
89,http://id.who.int/icd/entity/183283901,1A62.1,Cardiovascular late syphilis,2,TRUE,1A62.1 - Cardiovascular late syphilis
90,http://id.who.int/icd/entity/1883423833,1A62.2,Symptomatic late syphilis of other sites,2,FALSE,1A62.2 - Symptomatic late syphilis of other sites
91,http://id.who.int/icd/entity/551528014,1A62.20,Ocular late syphilis,3,TRUE,1A62.20 - Ocular late syphilis
92,http://id.who.int/icd/entity/2063826056,1A62.21,Late syphilis involving the musculoskeletal system,3,TRUE,1A62.21 - Late syphilis involving the musculoskeletal system
93,http://id.who.int/icd/entity/1934471301,1A62.22,Late syphilis of skin or mucous membranes,3,TRUE,1A62.22 - Late syphilis of skin or mucous membranes
94,,1A62.2Y,Symptomatic late syphilis of other specified sites,3,TRUE,1A62.2Y - Symptomatic late syphilis of other specified sites
95,,1A62.2Z,Symptomatic late syphilis of unspecified site,3,TRUE,1A62.2Z - Symptomatic late syphilis of unspecified site
96,,1A62.Y,Other specified late syphilis,2,TRUE,1A62.Y - Other specified late syphilis
97,,1A62.Z,"Late syphilis, unspecified",2,TRUE,"1A62.Z - Late syphilis, unspecified"
98,http://id.who.int/icd/entity/370440252,1A63,"Latent syphilis, unspecified as early or late",1,TRUE,"1A63 - Latent syphilis, unspecified as early or late"
99,,1A6Z,"Syphilis, unspecified",1,TRUE,"1A6Z - Syphilis, unspecified"
100,http://id.who.int/icd/entity/1977691885,1A70,Gonococcal genitourinary infection,1,FALSE,1A70 - Gonococcal genitourinary infection
101,http://id.who.int/icd/entity/762120574,1A70.0,Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess,2,FALSE,1A70.0 - Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess
102,http://id.who.int/icd/entity/1112016389,1A70.00,Gonorrhoea of penis,3,TRUE,1A70.00 - Gonorrhoea of penis
103,,1A70.0Y,Other specified gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess,3,TRUE,1A70.0Y - Other specified gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess
104,,1A70.0Z,"Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess, unspecified",3,TRUE,"1A70.0Z - Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess, unspecified"
105,http://id.who.int/icd/entity/1210500328,1A70.1,Gonococcal infection of lower genitourinary tract with periurethral or accessory gland abscess,2,TRUE,1A70.1 - Gonococcal infection of lower genitourinary tract with periurethral or accessory gland abscess
106,,1A70.Y,Gonococcal infection of other specified genitourinary organ,2,TRUE,1A70.Y - Gonococcal infection of other specified genitourinary organ
107,,1A70.Z,"Gonococcal genitourinary infection, unspecified",2,TRUE,"1A70.Z - Gonococcal genitourinary infection, unspecified"
108,http://id.who.int/icd/entity/1015780375,1A71,Gonococcal pelviperitonitis,1,TRUE,1A71 - Gonococcal pelviperitonitis
109,http://id.who.int/icd/entity/840155638,1A72,Gonococcal infection of other sites,1,FALSE,1A72 - Gonococcal infection of other sites
110,http://id.who.int/icd/entity/707709463,1A72.0,Gonococcal infection of musculoskeletal system,2,TRUE,1A72.0 - Gonococcal infection of musculoskeletal system
111,http://id.who.int/icd/entity/359736861,1A72.1,Gonococcal infection of rectum,2,TRUE,1A72.1 - Gonococcal infection of rectum
112,http://id.who.int/icd/entity/1002985340,1A72.2,Gonococcal infection of anus,2,TRUE,1A72.2 - Gonococcal infection of anus
113,http://id.who.int/icd/entity/1332021123,1A72.3,Gonococcal pharyngitis,2,TRUE,1A72.3 - Gonococcal pharyngitis
114,http://id.who.int/icd/entity/1505778051,1A72.4,Gonococcal infection of eye,2,TRUE,1A72.4 - Gonococcal infection of eye
115,,1A72.Y,Gonococcal infection of other specified sites,2,TRUE,1A72.Y - Gonococcal infection of other specified sites
116,http://id.who.int/icd/entity/2046292009,1A73,Disseminated gonococcal infection,1,TRUE,1A73 - Disseminated gonococcal infection
117,,1A7Z,"Gonococcal infection, unspecified",1,TRUE,"1A7Z - Gonococcal infection, unspecified"
118,http://id.who.int/icd/entity/1090786293,1A80,Chlamydial lymphogranuloma,1,TRUE,1A80 - Chlamydial lymphogranuloma
119,http://id.who.int/icd/entity/900285196,1A81,Nonulcerative sexually transmitted chlamydial infection,1,FALSE,1A81 - Nonulcerative sexually transmitted chlamydial infection
120,http://id.who.int/icd/entity/806511043,1A81.0,Chlamydial infection of lower genitourinary tract,2,TRUE,1A81.0 - Chlamydial infection of lower genitourinary tract
121,http://id.who.int/icd/entity/1431940183,1A81.1,Chlamydial infection of internal reproductive organs,2,TRUE,1A81.1 - Chlamydial infection of internal reproductive organs
122,,1A81.Y,Nonulcerative sexually transmitted chlamydial infection of other specified site,2,TRUE,1A81.Y - Nonulcerative sexually transmitted chlamydial infection of other specified site
123,,1A81.Z,Nonulcerative sexually transmitted chlamydial infection of unspecified site,2,TRUE,1A81.Z - Nonulcerative sexually transmitted chlamydial infection of unspecified site
124,,1A8Y,Other specified sexually transmissible infections due to chlamydia,1,TRUE,1A8Y - Other specified sexually transmissible infections due to chlamydia
125,,1A8Z,"Sexually transmissible infections due to chlamydia, unspecified",1,TRUE,"1A8Z - Sexually transmissible infections due to chlamydia, unspecified"
126,http://id.who.int/icd/entity/1357024926,1A90,Chancroid,1,TRUE,1A90 - Chancroid
127,http://id.who.int/icd/entity/764124124,1A91,Granuloma inguinale,1,TRUE,1A91 - Granuloma inguinale
128,http://id.who.int/icd/entity/1220564554,1A92,Trichomoniasis,1,TRUE,1A92 - Trichomoniasis
129,http://id.who.int/icd/entity/1372745524,1A93,Sexually transmissible infestations,1,TRUE,1A93 - Sexually transmissible infestations
130,http://id.who.int/icd/entity/616315615,1A94,Anogenital herpes simplex infection,1,FALSE,1A94 - Anogenital herpes simplex infection
131,http://id.who.int/icd/entity/666746193,1A94.0,Herpes simplex infection of genitalia or urogenital tract,2,TRUE,1A94.0 - Herpes simplex infection of genitalia or urogenital tract
132,http://id.who.int/icd/entity/1123446981,1A94.1,Herpes simplex infection of perianal skin or rectum,2,TRUE,1A94.1 - Herpes simplex infection of perianal skin or rectum
133,,1A94.Z,Anogenital herpes simplex infection without further specification,2,TRUE,1A94.Z - Anogenital herpes simplex infection without further specification
134,http://id.who.int/icd/entity/641342831,1A95,Anogenital warts,1,FALSE,1A95 - Anogenital warts
135,http://id.who.int/icd/entity/1987223744,1A95.0,Anal warts,2,TRUE,1A95.0 - Anal warts
136,http://id.who.int/icd/entity/144526718,1A95.1,Genital warts,2,TRUE,1A95.1 - Genital warts
137,http://id.who.int/icd/entity/158514824,1A95.2,Extragenital condylomata acuminata,2,TRUE,1A95.2 - Extragenital condylomata acuminata
138,,1A9Y,Other specified predominantly sexually transmitted infections,1,TRUE,1A9Y - Other specified predominantly sexually transmitted infections
139,,1A9Z,"Predominantly sexually transmitted infections, unspecified",1,TRUE,"1A9Z - Predominantly sexually transmitted infections, unspecified"
140,http://id.who.int/icd/entity/882244568,1B10,Tuberculosis of the respiratory system,1,FALSE,1B10 - Tuberculosis of the respiratory system
141,http://id.who.int/icd/entity/983550510,1B10.0,"Respiratory tuberculosis, confirmed",2,TRUE,"1B10.0 - Respiratory tuberculosis, confirmed"
142,http://id.who.int/icd/entity/1311939281,1B10.1,"Respiratory tuberculosis, not confirmed",2,TRUE,"1B10.1 - Respiratory tuberculosis, not confirmed"
143,,1B10.Z,"Respiratory tuberculosis, without mention of bacteriological or histological confirmation",2,TRUE,"1B10.Z - Respiratory tuberculosis, without mention of bacteriological or histological confirmation"
144,http://id.who.int/icd/entity/729372485,1B11,Tuberculosis of the nervous system,1,FALSE,1B11 - Tuberculosis of the nervous system
145,http://id.who.int/icd/entity/1820468614,1B11.0,Tuberculous meningitis,2,TRUE,1B11.0 - Tuberculous meningitis
146,http://id.who.int/icd/entity/539334538,1B11.1,Tuberculous meningoencephalitis,2,TRUE,1B11.1 - Tuberculous meningoencephalitis
147,http://id.who.int/icd/entity/164227092,1B11.2,Meningeal tuberculoma,2,TRUE,1B11.2 - Meningeal tuberculoma
148,http://id.who.int/icd/entity/1199221405,1B11.3,Tuberculous granuloma of brain,2,TRUE,1B11.3 - Tuberculous granuloma of brain
149,http://id.who.int/icd/entity/950300946,1B11.4,Tuberculous granuloma of the meninges,2,TRUE,1B11.4 - Tuberculous granuloma of the meninges
150,,1B11.Y,Tuberculosis of other specified part of nervous system,2,TRUE,1B11.Y - Tuberculosis of other specified part of nervous system
151,,1B11.Z,"Tuberculosis of the nervous system, unspecified",2,TRUE,"1B11.Z - Tuberculosis of the nervous system, unspecified"
152,http://id.who.int/icd/entity/746680558,1B12,Tuberculosis of other systems and organs,1,FALSE,1B12 - Tuberculosis of other systems and organs
153,http://id.who.int/icd/entity/271545608,1B12.0,Tuberculosis of heart,2,TRUE,1B12.0 - Tuberculosis of heart
154,http://id.who.int/icd/entity/1074723013,1B12.1,Tuberculosis of eye,2,TRUE,1B12.1 - Tuberculosis of eye
155,http://id.who.int/icd/entity/883140666,1B12.2,Tuberculosis of ear,2,TRUE,1B12.2 - Tuberculosis of ear
156,http://id.who.int/icd/entity/807058764,1B12.3,Tuberculosis of endocrine glands,2,TRUE,1B12.3 - Tuberculosis of endocrine glands
157,http://id.who.int/icd/entity/1459473353,1B12.4,Tuberculosis of the musculoskeletal system,2,FALSE,1B12.4 - Tuberculosis of the musculoskeletal system
158,http://id.who.int/icd/entity/570881596,1B12.40,Tuberculosis of bones or joints,3,TRUE,1B12.40 - Tuberculosis of bones or joints
159,http://id.who.int/icd/entity/1828714202,1B12.41,Tuberculous myositis,3,TRUE,1B12.41 - Tuberculous myositis
160,,1B12.4Y,Tuberculosis of other specified part of the musculoskeletal system,3,TRUE,1B12.4Y - Tuberculosis of other specified part of the musculoskeletal system
161,,1B12.4Z,"Tuberculosis of the musculoskeletal system, unspecified",3,TRUE,"1B12.4Z - Tuberculosis of the musculoskeletal system, unspecified"
162,http://id.who.int/icd/entity/1196243886,1B12.5,Tuberculosis of the genitourinary system,2,TRUE,1B12.5 - Tuberculosis of the genitourinary system
163,http://id.who.int/icd/entity/870345553,1B12.6,Tuberculous peripheral lymphadenopathy,2,TRUE,1B12.6 - Tuberculous peripheral lymphadenopathy
164,http://id.who.int/icd/entity/1873777499,1B12.7,Tuberculosis of the digestive system,2,TRUE,1B12.7 - Tuberculosis of the digestive system
165,http://id.who.int/icd/entity/625292625,1B12.8,Cutaneous tuberculosis,2,TRUE,1B12.8 - Cutaneous tuberculosis
166,,1B12.Y,Tuberculosis of other specified organ or site,2,TRUE,1B12.Y - Tuberculosis of other specified organ or site
167,http://id.who.int/icd/entity/861638547,1B13,Miliary tuberculosis,1,FALSE,1B13 - Miliary tuberculosis
168,http://id.who.int/icd/entity/1056849595,1B13.0,Acute miliary tuberculosis of a single specified site,2,TRUE,1B13.0 - Acute miliary tuberculosis of a single specified site
169,http://id.who.int/icd/entity/1538650927,1B13.1,Acute miliary tuberculosis of multiple sites,2,TRUE,1B13.1 - Acute miliary tuberculosis of multiple sites
170,http://id.who.int/icd/entity/1690351031,1B13.2,"Acute miliary tuberculosis, unspecified site",2,TRUE,"1B13.2 - Acute miliary tuberculosis, unspecified site"
171,,1B13.Y,Other specified miliary tuberculosis,2,TRUE,1B13.Y - Other specified miliary tuberculosis
172,,1B13.Z,"Miliary tuberculosis, unspecified",2,TRUE,"1B13.Z - Miliary tuberculosis, unspecified"
173,http://id.who.int/icd/entity/454434138,1B14,Latent tuberculosis,1,TRUE,1B14 - Latent tuberculosis
174,,1B1Y,Other specified tuberculosis,1,TRUE,1B1Y - Other specified tuberculosis
175,,1B1Z,"Tuberculosis, unspecified",1,TRUE,"1B1Z - Tuberculosis, unspecified"
176,http://id.who.int/icd/entity/149072669,1B20,Leprosy,1,FALSE,1B20 - Leprosy
177,http://id.who.int/icd/entity/1800264981,1B20.0,Paucibacillary leprosy,2,TRUE,1B20.0 - Paucibacillary leprosy
178,http://id.who.int/icd/entity/1123804548,1B20.1,Multibacillary leprosy,2,TRUE,1B20.1 - Multibacillary leprosy
179,http://id.who.int/icd/entity/1295356165,1B20.2,Leprosy reactions,2,FALSE,1B20.2 - Leprosy reactions
180,http://id.who.int/icd/entity/1185467033,1B20.20,Type I leprosy reaction,3,TRUE,1B20.20 - Type I leprosy reaction
181,http://id.who.int/icd/entity/1886317801,1B20.21,Type II leprosy reaction,3,TRUE,1B20.21 - Type II leprosy reaction
182,http://id.who.int/icd/entity/1324017222,1B20.3,Complications of leprosy,2,TRUE,1B20.3 - Complications of leprosy
183,,1B20.Z,"Leprosy, unspecified",2,TRUE,"1B20.Z - Leprosy, unspecified"
184,http://id.who.int/icd/entity/1839818377,1B21,Infections due to nontuberculous mycobacteria,1,FALSE,1B21 - Infections due to nontuberculous mycobacteria
185,http://id.who.int/icd/entity/1798822437,1B21.0,Pulmonary infection due to nontuberculous mycobacterium,2,TRUE,1B21.0 - Pulmonary infection due to nontuberculous mycobacterium
186,http://id.who.int/icd/entity/882647079,1B21.1,Nontuberculous mycobacterial lymphadenitis,2,TRUE,1B21.1 - Nontuberculous mycobacterial lymphadenitis
187,http://id.who.int/icd/entity/1723965278,1B21.2,Cutaneous nontuberculous mycobacterial infection,2,FALSE,1B21.2 - Cutaneous nontuberculous mycobacterial infection
188,http://id.who.int/icd/entity/1974989140,1B21.20,Mycobacterium ulcerans infection,3,TRUE,1B21.20 - Mycobacterium ulcerans infection
189,,1B21.2Y,Cutaneous infection due to other specified nontuberculous mycobacteria,3,TRUE,1B21.2Y - Cutaneous infection due to other specified nontuberculous mycobacteria
190,,1B21.2Z,Cutaneous infection due to unspecified nontuberculous mycobacteria,3,TRUE,1B21.2Z - Cutaneous infection due to unspecified nontuberculous mycobacteria
191,http://id.who.int/icd/entity/625446129,1B21.3,Disseminated nontuberculous mycobacterial infection,2,TRUE,1B21.3 - Disseminated nontuberculous mycobacterial infection
192,http://id.who.int/icd/entity/1642291965,1B21.4,Gastrointestinal nontuberculous mycobacterial infection,2,TRUE,1B21.4 - Gastrointestinal nontuberculous mycobacterial infection
193,,1B21.Y,Nontuberculous mycobacterial infection of other specified site,2,TRUE,1B21.Y - Nontuberculous mycobacterial infection of other specified site
194,,1B21.Z,Nontuberculous mycobacterial infection of unspecified site,2,TRUE,1B21.Z - Nontuberculous mycobacterial infection of unspecified site
195,,1B2Y,Other specified mycobacterial diseases,1,TRUE,1B2Y - Other specified mycobacterial diseases
196,,1B2Z,"Mycobacterial diseases, unspecified",1,TRUE,"1B2Z - Mycobacterial diseases, unspecified"
197,http://id.who.int/icd/entity/2058300982,1B40,Acute rheumatic fever without mention of heart involvement,1,FALSE,1B40 - Acute rheumatic fever without mention of heart involvement
198,http://id.who.int/icd/entity/1097470385,1B40.0,"Rheumatic arthritis, acute or subacute",2,TRUE,"1B40.0 - Rheumatic arthritis, acute or subacute"
199,,1B40.Y,Other specified acute rheumatic fever without mention of heart involvement,2,TRUE,1B40.Y - Other specified acute rheumatic fever without mention of heart involvement
200,,1B40.Z,"Acute rheumatic fever without mention of heart involvement, unspecified",2,TRUE,"1B40.Z - Acute rheumatic fever without mention of heart involvement, unspecified"
201,http://id.who.int/icd/entity/535094176,1B41,Acute rheumatic fever with heart involvement,1,FALSE,1B41 - Acute rheumatic fever with heart involvement
202,http://id.who.int/icd/entity/869759708,1B41.0,Acute rheumatic pericarditis,2,TRUE,1B41.0 - Acute rheumatic pericarditis
203,http://id.who.int/icd/entity/1453111118,1B41.1,Acute rheumatic endocarditis,2,FALSE,1B41.1 - Acute rheumatic endocarditis
204,http://id.who.int/icd/entity/1384553803,1B41.10,Rheumatic aortitis,3,TRUE,1B41.10 - Rheumatic aortitis
205,,1B41.1Y,Other specified acute rheumatic endocarditis,3,TRUE,1B41.1Y - Other specified acute rheumatic endocarditis
206,,1B41.1Z,"Acute rheumatic endocarditis, unspecified",3,TRUE,"1B41.1Z - Acute rheumatic endocarditis, unspecified"
207,http://id.who.int/icd/entity/573695921,1B41.2,Acute rheumatic myocarditis,2,TRUE,1B41.2 - Acute rheumatic myocarditis
208,,1B41.Y,Other acute rheumatic heart disease,2,TRUE,1B41.Y - Other acute rheumatic heart disease
209,,1B41.Z,"Acute rheumatic heart disease, unspecified",2,TRUE,"1B41.Z - Acute rheumatic heart disease, unspecified"
210,http://id.who.int/icd/entity/1799992159,1B42,Rheumatic chorea,1,TRUE,1B42 - Rheumatic chorea
211,http://id.who.int/icd/entity/107294155,1B50,Scarlet fever,1,TRUE,1B50 - Scarlet fever
212,http://id.who.int/icd/entity/1642172022,1B51,Streptococcal pharyngitis,1,TRUE,1B51 - Streptococcal pharyngitis
